Index,Name,Meaning,Korean,Sex
1968,Corbin Stonewright,Corbin Stonewright,코빈 스톤라이트,남성
1969,Dagmar Ironfoot,Dagmar Ironfoot,다그마 아이언풋,여성
1970,Elrik Deepforge,Elrik Deepforge,엘리크 딥포지,남성
1971,Farin Rockbeard,Farin Rockbeard,파린 록비어드,남성
1972,Gretel Grimbeard,Gretel Grimbeard,그레텔 그림비어드,여성
1973,Hjalmar Bronzehammer,Hjalmar Bronzehammer,얄마르 브론즈해머,남성
1974,Ingrid Orebreaker,Ingrid Orebreaker,잉리드 오어브레이커,여성
1975,Jorn Stonehand,Jorn Stonehand,요른 스톤핸드,남성
1976,Kaelin Forgefire,Kaelin Forgefire,카엘린 포지파이어,여성
1977,Loric Thunderstrike,Loric Thunderstrike,로릭 썬더스트라이크,남성
1978,Marta Boulderkin,Marta Boulderkin,마르타 볼더킨,여성
1979,Nodin Deeproot,Nodin Deeproot,노딘 딥루트,남성
1980,Orla Gemstone,Orla Gemstone,오를라 젬스톤,여성
1981,Ragnar Stoneheart,Ragnar Stoneheart,라그나르 스톤하트,남성
1982,Solveig Ironhand,Solveig Ironhand,솔베이그 아이언핸드,여성
1983,Torvin Goldbeard,Torvin Goldbeard,토르빈 골드비어드,남성
1984,Ulrik Ironhide,Ulrik Ironhide,울리크 아이언하이드,남성
1985,Valerie Stoneguard,Valerie Stoneguard,발레리 스톤가드,여성
1986,Burdin Ironborn,Burdin Ironborn,버딘 아이언본,남성
1987,Frida Stonebrow,Frida Stonebrow,프리다 스톤브라우,여성
1988,Gareth Deeprock,Gareth Deeprock,개러스 딥록,남성
1989,Hanna Oreheart,Hanna Oreheart,한나 오어하트,여성
1990,Kaelan Forgearm,Kaelan Forgearm,카엘란 포지암,남성
1991,Lothar Stonefist,Lothar Stonefist,로타르 스톤피스트,남성
1992,Mina Hammerborn,Mina Hammerborn,미나 해머본,여성
1993,Oren Bronzebeard,Oren Bronzebeard,오렌 브론즈비어드,남성
1994,Petra Gemcutter,Petra Gemcutter,페트라 젬커터,여성
1995,Roric Stonehelm,Roric Stonehelm,로릭 스톤헬름,남성
1996,Sindri Goldhand,Sindri Goldhand,신드리 골드핸드,남성
1997,Thora Deepvein,Thora Deepvein,토라 딥베인,여성
1998,Ulfric Thunderbeard,Ulfric Thunderbeard,울프릭 썬더비어드,남성
1999,Viggo Stoneguard,Viggo Stoneguard,비고 스톤가드,남성
2000,Wilma Boulderkin,Wilma Boulderkin,윌마 볼더킨,여성
2001,Alaric Grimstone,Alaric Grimstone,알라릭 그림스톤,남성
2002,Beatrice Ironfoot,Beatrice Ironfoot,베아트리스 아이언풋,여성
2003,Cormac Stonegrinder,Cormac Stonegrinder,코맥 스톤그라인더,남성
2004,Dina Deepmine,Dina Deepmine,디나 딥마인,여성
2005,Einar Blackiron,Einar Blackiron,에이나르 블랙아이언,남성
2006,Finola Stoneheart,Finola Stoneheart,피놀라 스톤하트,여성
2007,Griselda Rockfall,Griselda Rockfall,그리젤다 록폴,여성
2008,Hakon Stonegrip,Hakon Stonegrip,하콘 스톤그립,남성
2009,Inga Goldbeard,Inga Goldbeard,인가 골드비어드,여성
2010,Jorunn Oreseeker,Jorunn Oreseeker,요룬 오어시커,여성
2011,Kael Stonekin,Kael Stonekin,카엘 스톤킨,남성
2012,Linnea Forgeborn,Linnea Forgeborn,린네아 포지본,여성
2013,Murdin Hammerhand,Murdin Hammerhand,머딘 해머핸드,남성
2014,Nydia Deepdelver,Nydia Deepdelver,니디아 딥델버,여성
2015,Ormar Thunderstrike,Ormar Thunderstrike,오르마르 썬더스트라이크,남성
2016,Pippa Bronzebeard,Pippa Bronzebeard,피파 브론즈비어드,여성
2017,Ragnvald Silverbeard,Ragnvald Silverbeard,라그발드 실버비어드,남성
2018,Signe Stonehelm,Signe Stonehelm,시그네 스톤헬름,여성
2019,Torvin Anvilheart,Torvin Anvilheart,토르빈 앤빌하트,남성
2020,Ursula Rockbreaker,Ursula Rockbreaker,우르술라 록브레이커,여성
2021,Vargur Grimfang,Vargur Grimfang,바르구르 그림팽,남성
2022,Wendy Stonegaze,Wendy Stonegaze,웬디 스톤게이즈,여성
2023,Yngvar Orehammer,Yngvar Orehammer,잉바르 오어해머,남성
2024,Zelda Deeproot,Zelda Deeproot,젤다 딥루트,여성
2025,Bron Ironhide,Bron Ironhide,브론 아이언하이드,남성
2026,Doreen Stonefall,Doreen Stonefall,도린 스톤폴,여성
2027,Gimnar Goldaxe,Gimnar Goldaxe,김나르 골드액스,남성
2028,Helga Battleaxe,Helga Battleaxe,헬가 배틀액스,여성
2029,Korgan Stonegut,Korgan Stonegut,코르간 스톤거트,남성
